Dezena,Resultado
53,"{'Concurso': 5764, 'Data': '13/05/2023', 'Dia da Semana': 'sábado'}"
77,"{'Concurso': 5760, 'Data': '29/04/2023', 'Dia da Semana': 'sábado'}"
74,"{'Concurso': 5756, 'Data': '15/04/2023', 'Dia da Semana': 'sábado'}"
2,"{'Concurso': 5754, 'Data': '08/04/2023', 'Dia da Semana': 'sábado'}"
79,"{'Concurso': 5752, 'Data': '01/04/2023', 'Dia da Semana': 'sábado'}"
56,"{'Concurso': 5747, 'Data': '15/03/2023', 'Dia da Semana': 'quarta'}"
83,"{'Concurso': 5745, 'Data': '08/03/2023', 'Dia da Semana': 'quarta'}"
18,"{'Concurso': 5744, 'Data': '04/03/2023', 'Dia da Semana': 'sábado'}"
73,"{'Concurso': 5742, 'Data': '25/02/2023', 'Dia da Semana': 'sábado'}"
68,"{'Concurso': 5740, 'Data': '15/02/2023', 'Dia da Semana': 'quarta'}"
81,"{'Concurso': 5738, 'Data': '08/02/2023', 'Dia da Semana': 'quarta'}"
60,"{'Concurso': 5737, 'Data': '04/02/2023', 'Dia da Semana': 'sábado'}"
47,"{'Concurso': 5735, 'Data': '28/01/2023', 'Dia da Semana': 'sábado'}"
10,"{'Concurso': 5733, 'Data': '21/01/2023', 'Dia da Semana': 'sábado'}"
71,"{'Concurso': 5730, 'Data': '11/01/2023', 'Dia da Semana': 'quarta'}"
89,"{'Concurso': 5729, 'Data': '07/01/2023', 'Dia da Semana': 'sábado'}"
57,"{'Concurso': 5725, 'Data': '17/12/2022', 'Dia da Semana': 'sábado'}"
45,"{'Concurso': 5724, 'Data': '14/12/2022', 'Dia da Semana': 'quarta'}"
0,"{'Concurso': 5723, 'Data': '10/12/2022', 'Dia da Semana': 'sábado'}"
7,"{'Concurso': 5718, 'Data': '23/11/2022', 'Dia da Semana': 'quarta'}"
28,"{'Concurso': 5717, 'Data': '19/11/2022', 'Dia da Semana': 'sábado'}"
31,"{'Concurso': 5715, 'Data': '12/11/2022', 'Dia da Semana': 'sábado'}"
40,"{'Concurso': 5714, 'Data': '09/11/2022', 'Dia da Semana': 'quarta'}"
39,"{'Concurso': 5713, 'Data': '05/11/2022', 'Dia da Semana': 'sábado'}"
72,"{'Concurso': 5712, 'Data': '03/11/2022', 'Dia da Semana': 'quinta'}"
94,"{'Concurso': 5709, 'Data': '22/10/2022', 'Dia da Semana': 'sábado'}"
90,"{'Concurso': 5708, 'Data': '19/10/2022', 'Dia da Semana': 'quarta'}"
49,"{'Concurso': 5705, 'Data': '08/10/2022', 'Dia da Semana': 'sábado'}"
88,"{'Concurso': 5698, 'Data': '14/09/2022', 'Dia da Semana': 'quarta'}"
82,"{'Concurso': 5694, 'Data': '31/08/2022', 'Dia da Semana': 'quarta'}"
26,"{'Concurso': 5690, 'Data': '17/08/2022', 'Dia da Semana': 'quarta'}"
36,"{'Concurso': 5688, 'Data': '10/08/2022', 'Dia da Semana': 'quarta'}"
92,"{'Concurso': 5685, 'Data': '30/07/2022', 'Dia da Semana': 'sábado'}"
33,"{'Concurso': 5682, 'Data': '20/07/2022', 'Dia da Semana': 'quarta'}"
44,"{'Concurso': 5681, 'Data': '16/07/2022', 'Dia da Semana': 'sábado'}"
1,"{'Concurso': 5671, 'Data': '11/06/2022', 'Dia da Semana': 'sábado'}"
9,"{'Concurso': 5667, 'Data': '28/05/2022', 'Dia da Semana': 'sábado'}"
64,"{'Concurso': 5657, 'Data': '23/04/2022', 'Dia da Semana': 'sábado'}"
98,"{'Concurso': 5654, 'Data': '13/04/2022', 'Dia da Semana': 'quarta'}"
97,"{'Concurso': 5652, 'Data': '06/04/2022', 'Dia da Semana': 'quarta'}"
51,"{'Concurso': 5647, 'Data': '19/03/2022', 'Dia da Semana': 'sábado'}"
15,"{'Concurso': 5646, 'Data': '16/03/2022', 'Dia da Semana': 'quarta'}"
76,"{'Concurso': 5645, 'Data': '12/03/2022', 'Dia da Semana': 'sábado'}"
46,"{'Concurso': 5640, 'Data': '19/02/2022', 'Dia da Semana': 'sábado'}"
41,"{'Concurso': 5629, 'Data': '12/01/2022', 'Dia da Semana': 'quarta'}"
35,"{'Concurso': 5627, 'Data': '05/01/2022', 'Dia da Semana': 'quarta'}"
19,"{'Concurso': 5621, 'Data': '11/12/2021', 'Dia da Semana': 'sábado'}"
59,"{'Concurso': 5618, 'Data': '01/12/2021', 'Dia da Semana': 'quarta'}"
8,"{'Concurso': 5593, 'Data': '01/09/2021', 'Dia da Semana': 'quarta'}"
23,"{'Concurso': 5589, 'Data': '18/08/2021', 'Dia da Semana': 'quarta'}"
52,"{'Concurso': 5562, 'Data': '15/05/2021', 'Dia da Semana': 'sábado'}"
17,"{'Concurso': 5531, 'Data': '20/01/2021', 'Dia da Semana': 'quarta'}"
67,"{'Concurso': 5528, 'Data': '09/01/2021', 'Dia da Semana': 'sábado'}"
6,"{'Concurso': 5525, 'Data': '23/12/2020', 'Dia da Semana': 'quarta'}"
27,"{'Concurso': 5505, 'Data': '14/10/2020', 'Dia da Semana': 'quarta'}"
91,"{'Concurso': 5502, 'Data': '03/10/2020', 'Dia da Semana': 'sábado'}"
