Concurso,Data,Prêmio1,Prêmio2,Prêmio3,Prêmio4,Prêmio5
1449,10/09/1977,PIII,PIPP,IIPP,IIPP,PIIP
1450,14/09/1977,IPPI,PIPI,IIII,IPII,IIPI
1451,17/09/1977,PPIP,IPPI,PPIP,IPIP,IIII
1452,21/09/1977,PIPI,PIPP,PIIP,PIII,IPIP
1453,24/09/1977,IIPI,PIPP,PPIP,PPIP,PIPP
1454,28/09/1977,IPIP,IPPP,IPPP,PPII,IIIP
1455,01/10/1977,PIPP,PIPP,IPIP,IIIP,PPII
1456,05/10/1977,IPPI,PIIP,IPPP,PPPP,PIII
1457,12/10/1977,IIPI,PPPI,PIIP,IPPP,IIPI
1458,15/10/1977,IIPP,PPPI,IPPP,IPPP,IIPI
1459,19/10/1977,IPPP,PIPP,IPIP,IPPP,IIII
1460,22/10/1977,PIPP,IIII,PIPP,PPPP,PIII
1461,26/10/1977,PIIP,PPPI,PPPP,IPPP,IIPP
1462,29/10/1977,PPPI,IPIP,IPIP,PIPP,PPPI
1463,09/11/1977,PPIP,PPPI,PIPI,IIII,IPPI
1464,12/11/1977,IPPP,PIPP,PPPI,PPIP,IIIP
1465,16/11/1977,PIPI,IIII,PIPP,IPIP,IPPI
1466,19/11/1977,PPPP,PIPI,PPIP,IPIP,PIII
1467,23/11/1977,PPIP,IIPP,IIII,PPII,IIPP
1468,26/11/1977,PPII,IIPP,PPPP,PPIP,PIPP
1469,30/11/1977,PPPP,PIPP,IIPI,IIPP,IPIP
1470,03/12/1977,PIPI,IPII,IPII,IPIP,PIIP
1471,07/12/1977,PIIP,PIIP,IPII,IPII,PPII
1472,10/12/1977,IPPI,PPII,IIPP,IPII,PPPI
1473,14/12/1977,IPPP,PIIP,PIIP,IPII,PIPI
1474,17/12/1977,IPIP,IIPI,IIIP,IPPI,IPPI
1475,21/12/1977,IIIP,IPII,IIIP,PPPI,IPII
1476,24/12/1977,PIII,PIIP,PPPP,IPIP,PPIP
1477,31/12/1977,IPIP,IIPP,PIII,PIPI,PPPP
1478,04/01/1978,IPIP,PIPI,PIIP,IPIP,PPPI
1479,07/01/1978,IPII,IIIP,IPII,IPPI,PPPI
1480,11/01/1978,IIII,IIIP,IPIP,IIPP,PIIP
1481,14/01/1978,IIII,PIPP,PIPP,PPPP,IIIP
1482,18/01/1978,IPPI,PIII,PIII,IIPI,IPIP
1483,21/01/1978,IPPP,IIIP,PPPP,PIPI,PPPI
1484,25/01/1978,IPIP,PPPP,IPPP,IPIP,IPIP
1485,01/02/1978,PPII,IPPI,IPPP,IPPP,PPIP
1486,04/02/1978,PPPP,PPIP,PPII,IIPI,IIIP
1487,11/02/1978,PPII,IPIP,IIIP,IIII,PPPI
1488,15/02/1978,PPIP,PPPI,PIII,IPII,IPPI
1489,18/02/1978,PPIP,PPPI,PIII,PPII,IPPP
1490,22/02/1978,IPIP,IPII,PIIP,PIIP,IIII
1491,25/02/1978,IIII,PIII,IPPI,IIII,PPIP
1492,01/03/1978,PPIP,PIII,IIIP,PPIP,PIIP
1493,04/03/1978,IPIP,PIPI,PPPP,PPPP,PIIP
1494,08/03/1978,PPPI,PPII,IIPI,IIIP,IIIP
1495,11/03/1978,IIPP,PPII,PPPP,IPPP,PIIP
1496,15/03/1978,PIPP,PIII,PPII,PPPP,PPII
1497,18/03/1978,IPIP,PIPI,PPIP,PIIP,IIIP
1498,22/03/1978,IPPI,PIPP,IPII,IIPP,IPPP
1499,29/03/1978,IIII,IPIP,IPII,PIPP,PPII
1500,01/04/1978,PIPP,IIII,PIIP,IPPI,IIII
1501,05/04/1978,PIPI,PPPP,IIPP,PPPI,PIIP
1502,08/04/1978,PPIP,PIII,PPIP,PIII,PIPP
1503,12/04/1978,IIII,IIIP,PIIP,PIPP,PPII
1504,15/04/1978,IIIP,PPII,IPPI,PPII,IIPP
1505,19/04/1978,IPII,PPPI,IIIP,PPII,IPII
1506,26/04/1978,PIII,PPIP,IIPP,IIII,IPPP
1507,29/04/1978,PPIP,PPPI,PIII,IPPP,PPIP
1508,03/05/1978,PIPP,IIPP,IIII,IIPI,IPII
1509,10/05/1978,IIPI,IPPP,IPPI,IPIP,PPIP
1510,13/05/1978,IPII,PPIP,PPPI,IIIP,PPPP
1511,17/05/1978,IIIP,IIPP,PPPP,IIPI,PPII
1512,20/05/1978,PIII,IIII,PPIP,IIPI,IIPP
1513,24/05/1978,IPIP,IIPI,IIPP,IPII,IIPI
1514,27/05/1978,PIPP,PIIP,IIPI,PPPI,PIPP
1515,31/05/1978,PPII,IPIP,IIII,PPIP,PPPP
1516,03/06/1978,IPPP,PIPI,PIPI,PIPI,IPPP
1517,07/06/1978,IPIP,PPIP,PPPI,IIPP,PIPI
1518,10/06/1978,PPII,PIIP,IIIP,PIPP,PPPP
1519,14/06/1978,PPPI,IIIP,IIIP,IIPI,IIPP
1520,17/06/1978,PPPI,PPII,IIIP,PPPI,IPII
1521,21/06/1978,IPII,IIPI,IIPI,IPPI,IPII
1522,24/06/1978,PIPI,PPPI,PPII,PPIP,IPPP
1523,28/06/1978,IIIP,IIPI,IIIP,PIPI,PIII
1524,01/07/1978,PIII,PIPP,IIPP,PIIP,PIIP
1525,05/07/1978,IIIP,PPPI,PIPI,IPII,IIII
1526,08/07/1978,PIII,PPPP,PPII,IPPI,PIPI
1527,12/07/1978,IIPI,PIPP,PIPP,IPPI,PPIP
1528,15/07/1978,PIPP,IPII,IIII,IPIP,PIII
1529,19/07/1978,IPIP,PPII,PIPP,IPPI,PPPP
1530,22/07/1978,PPPI,IPPP,PPII,IIPI,PPPI
1531,26/07/1978,IIPP,IPPP,PPII,PIIP,IPII
1532,29/07/1978,PIPP,IPII,IPIP,IPPP,PPII
1533,02/08/1978,PPPP,PIPP,IPIP,IIPP,IIPI
1534,09/08/1978,PPII,PIII,PIPP,PPPI,IIIP
1535,12/08/1978,IIPP,IIIP,IPII,PIPP,PPPI
1536,16/08/1978,IIPP,IIPP,PPII,IPII,IPPI
1537,19/08/1978,PIPP,PIII,IIPP,PIPP,PIII
1538,23/08/1978,IIPI,PIIP,IIII,PPIP,IPPI
1539,26/08/1978,PPII,IPPP,PIPI,IPII,IIIP
1540,30/08/1978,IIIP,IIPP,IPPI,PIII,IPPP
1541,02/09/1978,PIPI,PPPI,PIPI,IPII,IIPI
1542,06/09/1978,IIPI,IIPP,IIPI,PIII,PIPI
1543,09/09/1978,PIII,IPIP,IPPI,IIPP,PPPI
1544,13/09/1978,IIII,PPII,PIII,IPIP,IPPI
1545,16/09/1978,IIIP,IPIP,IPIP,IIII,IPII
1546,20/09/1978,IIII,IPPI,IPIP,PIPI,PIIP
1547,23/09/1978,IPPI,PIIP,IPPI,PIII,IPII
1548,27/09/1978,IIPI,PPPP,PIII,PIPI,PIII
1549,30/09/1978,IPPP,PPII,PPII,IIPP,IIIP
1550,04/10/1978,PIII,IPPI,PIIP,PPII,PPIP
1551,11/10/1978,IPII,PIII,PIIP,IPII,PPII
1552,14/10/1978,PPPP,IPPI,IIPI,PIIP,IPPI
1553,18/10/1978,PPPI,PIIP,PIPP,PPPI,PPPI
1554,21/10/1978,PPPP,PPIP,IIII,IIPI,IPII
1555,25/10/1978,PPII,IIIP,PIPI,PIPP,PIII
1556,28/10/1978,IIPP,PIPI,PIPI,IPIP,PPII
1557,01/11/1978,PIII,PIII,IPPI,IIPI,IIPP
1558,04/11/1978,IPPI,PIII,IPPP,IIII,PIPP
1559,08/11/1978,PIPP,PPII,PPII,IPII,PPII
1560,11/11/1978,IPII,PIII,IPPP,IIIP,PPPI
1561,22/11/1978,IPPP,IIPI,PPII,PPPP,IPIP
1562,25/11/1978,PPPI,IPPI,IIII,PPPI,PPIP
1563,29/11/1978,PIII,IPIP,IPPI,IIPI,IPIP
1564,02/12/1978,PIII,IIPI,PPII,IPIP,PPPP
1565,06/12/1978,IIPI,IIPP,PPIP,PIII,IPPP
1566,09/12/1978,IIPI,IPII,PPPI,PPII,PPPI
1567,13/12/1978,IPPP,IIII,IIPI,PIIP,IIPP
1568,16/12/1978,PIIP,IPPP,IPPI,PIIP,PPPI
1569,20/12/1978,IIPI,IIPP,IPPI,IPPP,PPII
1570,23/12/1978,IPPP,PIIP,IIII,PIPI,PPIP
1571,30/12/1978,IIPP,PPPP,PIIP,IPIP,IPPI
1572,03/01/1979,PPII,PIIP,IPPI,PIII,PPPP
1573,06/01/1979,PPPP,PPPI,IPPP,IPPP,PPII
1574,10/01/1979,IIPP,IPII,IIIP,IIPI,IIII
1575,13/01/1979,PIIP,PIPP,PPPI,PIPI,PIII
1576,17/01/1979,IPII,IPII,PPPP,PPPI,IIPI
1577,20/01/1979,IIIP,IPII,IIIP,PIIP,PPII
1578,24/01/1979,IIPP,PIPP,IIII,PPPI,PPPP
1579,27/01/1979,IPIP,PPIP,PIPI,PPII,IIPI
1580,31/01/1979,IIIP,IIPP,PIPP,PPPI,PIPI
1581,07/02/1979,IIPP,IIIP,PPII,IPPI,IPPP
1582,10/02/1979,PIPI,IPII,IIPP,PPIP,PIIP
1583,14/02/1979,IPIP,PIPP,PIPP,IIPI,IPPP
1584,17/02/1979,PIII,PIPI,PIII,PPIP,PIIP
1585,21/02/1979,PPIP,PIPP,IPIP,IPII,IPPI
1586,24/02/1979,PIIP,IIPI,PPIP,PIII,IIII
1587,03/03/1979,PPPI,IIPP,IPPP,IPIP,IPII
1588,07/03/1979,IPPI,IPII,IIPP,IIPI,IIII
1589,10/03/1979,PIPI,PIII,IIPP,IPII,PPPP
1590,14/03/1979,PIIP,IPIP,PPIP,IIPP,IIPI
1591,17/03/1979,IPII,IPIP,IIII,IIII,PIII
1592,21/03/1979,PPPP,IPPP,IIIP,IIPI,PIIP
1593,24/03/1979,IPPP,IIIP,PIIP,PPII,PPPP
1594,28/03/1979,IIPP,PIPI,IPPI,PPPI,IIIP
1595,31/03/1979,PPIP,IIPI,IIPI,IPIP,IPPI
1596,04/04/1979,IIPP,PPPP,PIII,PPIP,PIIP
1597,07/04/1979,IIPI,IIIP,PPPI,IPPI,IPIP
1598,11/04/1979,PPPP,IPII,PPPP,IPPP,IIPP
1599,18/04/1979,PPPP,PPIP,IPIP,IPIP,IPII
1600,25/04/1979,PIII,PPIP,PPII,IPII,IIPP
1601,28/04/1979,PIII,PIII,IPII,IPIP,PPPP
1602,09/05/1979,IIPI,IPIP,PIPP,IIPI,IPPP
1603,12/05/1979,IPIP,IIII,IIII,PPPI,PIPP
1604,16/05/1979,IPIP,IIPP,PPPI,IIIP,IPPP
1605,19/05/1979,IPPP,PIIP,IIPI,IIIP,PPPI
1606,23/05/1979,PPII,IPIP,PIPI,IIIP,PIPP
1607,26/05/1979,IPII,PIII,IPPP,PIII,PPPP
1608,30/05/1979,IPIP,IIII,PIPI,IPIP,IPPP
1609,02/06/1979,IIPI,IPII,PPPI,PIPP,IIPP
1610,06/06/1979,IIPP,PPPI,IIPP,IPPI,IPPI
1611,09/06/1979,PPIP,PIIP,PIII,PPPP,IIIP
1612,13/06/1979,PIPP,IIIP,IPPP,PIIP,IIII
1613,16/06/1979,PPIP,IIIP,IPII,IPIP,IPPP
1614,20/06/1979,IPII,PIPI,PIII,PPPP,PIPI
1615,23/06/1979,PPII,IIIP,IPPI,PPII,IPII
1616,27/06/1979,PIIP,PPPP,IPIP,PIIP,IIPP
1617,30/06/1979,IIPI,IIPI,IPPI,IPIP,PPPP
1618,04/07/1979,PPPI,PPIP,IIPI,IPII,IIPI
1619,07/07/1979,IIII,PIIP,PIII,IIIP,PIPP
1620,11/07/1979,IIIP,PPII,PIPI,IIII,IIIP
1621,14/07/1979,PPIP,PIPP,IPPI,IIPP,IPPI
1622,18/07/1979,IIII,IIII,IPIP,PPPI,PIPP
1623,21/07/1979,IPPP,PIIP,IPPP,PPPP,IPIP
1624,25/07/1979,PIII,IIPI,IIPI,PPPI,PPIP
1625,28/07/1979,PPII,IIPP,IIII,PPIP,PPPP
1626,01/08/1979,PIII,PIIP,IIIP,IPIP,PIIP
1627,08/08/1979,PIPI,PPPP,IPII,IPPP,IIII
1628,11/08/1979,IIPP,IIPI,IPPP,PPPI,PIIP
1629,15/08/1979,PPII,PPPI,PPII,IIIP,IPII
1630,18/08/1979,PIII,IPIP,PIPP,PPII,IIII
1631,22/08/1979,IPPI,IIII,PIPP,PIIP,IIIP
1632,25/08/1979,IPPI,IPII,IPII,IIIP,PIPP
1633,29/08/1979,PPPP,IPIP,PPPP,PPIP,IIII
1634,01/09/1979,IIPP,IPIP,PPPI,IIPP,PPPP
1635,05/09/1979,IPPP,PPII,PIPP,IPII,IPII
1636,12/09/1979,PIII,IIPI,IIII,IPPI,PPII
1637,15/09/1979,IPPI,PPIP,PIPP,IIII,IPIP
1638,19/09/1979,IIIP,PIPP,IPPI,IIII,IPIP
1639,22/09/1979,PPPI,IIPI,IIPP,IIPI,PIPP
1640,26/09/1979,IIII,PIPI,IPII,IPPI,IPII
1641,29/09/1979,IIPP,IPIP,PIPI,PIIP,IIIP
1642,03/10/1979,IPIP,IIIP,IIPP,IPIP,PPIP
1643,10/10/1979,IPPP,PPIP,IIPP,IPIP,PPIP
1644,13/10/1979,IPPP,IPII,PIPP,PPPP,PIIP
1645,17/10/1979,PIIP,PPPP,IIPP,PIIP,IIPI
1646,20/10/1979,PPII,PIPI,PPIP,PPPI,IPPP
1647,24/10/1979,PIPI,PIIP,PPII,IIPI,IIPP
1648,27/10/1979,PPIP,PPPI,PPII,IPPI,PIII
1649,31/10/1979,IIII,PIII,IIIP,PPII,IPIP
1650,07/11/1979,IPPI,IPPI,IPPI,PPPI,IIPP
1651,14/11/1979,PPII,IPII,IPPP,PPIP,IPIP
1652,17/11/1979,IIIP,IPIP,IPII,IPIP,IPIP
1653,21/11/1979,IPIP,IIIP,PPPP,IPPI,IIIP
1654,24/11/1979,PPIP,IIPI,IIII,PIPP,IIPI
1655,28/11/1979,PIPI,PPII,IIIP,IPIP,IPIP
1656,01/12/1979,PPPI,IPPP,PIPP,PIII,IPPP
1657,05/12/1979,IPPI,PIIP,PIPI,PIIP,IIIP
1658,08/12/1979,PIPP,PPPI,IIPP,PIPP,PPPP
1659,12/12/1979,PPII,IPII,PPPI,PIIP,IPII
1660,15/12/1979,IPII,PIII,IIPI,PIII,PPPI
1661,19/12/1979,IIPP,PIII,IPPP,IPPI,IIPP
1662,22/12/1979,PIPI,IIPP,PIPP,PPIP,IPIP
1663,29/12/1979,PIPI,IIPI,IPPI,IPII,IIIP
1664,05/01/1980,PPPP,IIIP,PPIP,IPPP,IIPP
1665,09/01/1980,IIPI,IPPI,PPII,IIPI,IPIP
1666,16/01/1980,PPPP,PIPP,IIPP,IPIP,PPII
1667,19/01/1980,IIII,PPPI,IPII,PPII,PPIP
1668,27/01/1980,PPPP,IIPI,IIII,IPPP,IIII
1669,30/01/1980,IPII,IPII,IPIP,PPII,IIPI
1670,02/02/1980,IIIP,PPII,IPII,IIPI,PIPI
1671,06/02/1980,IPPI,PIIP,PPPP,IIPP,IPPP
1672,09/02/1980,PPPP,PPPI,PIII,IPII,IIPI
1673,13/02/1980,IPIP,IPIP,PIPI,PPIP,PIPI
1674,16/02/1980,PIPP,IPPP,PPIP,IIII,PIII
1675,23/02/1980,PIPI,PPPP,PIIP,IPPI,PIIP
1676,27/02/1980,PIPP,PIPP,IIIP,IIIP,PPII
1677,01/03/1980,PIPI,IPPI,IPPI,PIII,PPPI
1678,05/03/1980,IIII,IIIP,IIPI,PIPP,IPII
1679,08/03/1980,PIPP,IIPI,PIPP,PIPI,PPPP
1680,12/03/1980,PPIP,IPII,PIPP,PPII,PIPP
1681,15/03/1980,IPIP,IIIP,PPPI,IIPI,PPII
1682,19/03/1980,PPIP,PIIP,PPIP,PIIP,PPIP
1683,22/03/1980,PPPI,IIPI,IPPP,IIII,PIIP
1684,26/03/1980,PIPP,IPPI,PPPI,PIPI,PPPP
1685,29/03/1980,PPIP,PIIP,PPPI,PPPI,IPPP
1686,02/04/1980,PPPI,PIPP,IPPP,IPIP,PPPI
1687,09/04/1980,IPIP,PPPI,IPII,IPPP,PPII
1688,12/04/1980,IIPP,PIII,PPPI,PIIP,PIII
1689,16/04/1980,PIPI,PIII,PIII,PPIP,IIIP
1690,19/04/1980,PIIP,IIIP,PPIP,IIPI,IPIP
1691,23/04/1980,PPIP,PIPI,IIIP,IPPP,IIII
1692,26/04/1980,IIPI,IIPI,PPIP,IPIP,IPIP
1693,30/04/1980,IPPP,IPPI,PPPI,IIPP,PIPI
1694,07/05/1980,IPIP,IPPP,PPII,PPPI,IPPP
1695,10/05/1980,PPPI,PPPP,IPPI,PPPI,IIIP
1696,14/05/1980,IPIP,IIPI,IIPI,PIIP,IPPP
1697,21/05/1980,IIIP,IIPP,PPIP,PIPI,IIPI
1698,24/05/1980,PPIP,PIII,IIII,IPPI,IPII
1699,28/05/1980,PIPP,PIII,IPIP,IPPI,IPPP
1700,31/05/1980,PIIP,IPIP,IIIP,PPPP,IPPP
1701,04/06/1980,PIPI,IPII,IIPP,IPPP,PIII
1702,07/06/1980,PPII,IPPI,IIIP,IIPP,PIII
1703,11/06/1980,PPII,PPPP,PPIP,PIPP,PPPI
1704,14/06/1980,IPPI,PIII,IIPI,IPPI,IPIP
1705,18/06/1980,IIII,PPPI,IIII,IIIP,IPPP
1706,21/06/1980,IPIP,IPPI,PPPI,IIPP,PPPP
1707,25/06/1980,PIIP,PPIP,PIII,IPPI,IPPP
1708,28/06/1980,PIPI,IPPP,PIIP,IIII,PIPP
1709,02/07/1980,PPIP,IIIP,PPIP,PPII,PPIP
1710,05/07/1980,IIII,PIPI,PPPI,IPIP,PPPP
1711,09/07/1980,PIPI,IPPI,PIII,PIIP,PIII
1712,12/07/1980,PPII,PIPI,IIPI,PPIP,PPIP
1713,16/07/1980,PPIP,PIPP,IIPP,PIPI,IPPP
1714,19/07/1980,PIPP,PIPP,PIIP,PPIP,IPPP
1715,23/07/1980,IIPI,PIPI,PIPI,PPIP,PPIP
1716,26/07/1980,PPII,IPPP,IIII,IPIP,IPIP
1717,30/07/1980,PPPP,PIIP,IIIP,IPIP,PIPI
1718,06/08/1980,PIPI,IPIP,IIPP,PPPI,PPPI
1719,09/08/1980,PPII,PPPI,PIIP,PIII,PIII
1720,13/08/1980,PPIP,PIPI,IIII,PPII,PPPI
1721,16/08/1980,IIIP,PPII,PIPP,IIIP,PIIP
1722,20/08/1980,PIII,IIPI,IIPP,IIII,IIII
1723,23/08/1980,PPPP,IIPP,IIII,IPIP,PIPP
1724,27/08/1980,PPIP,IPII,PIII,PIPI,IIIP
1725,30/08/1980,IPPP,PPPI,IIPI,IIPI,IIII
1726,03/09/1980,IIII,IIIP,IPPI,PPPI,IIPI
1727,06/09/1980,IPPI,PIII,IPPI,IIIP,PPPP
1728,10/09/1980,IPII,IPIP,PPII,IPII,IIPI
1729,13/09/1980,IIII,PIII,IPPP,PPPI,IIII
1730,17/09/1980,PPIP,IIII,PIII,IPIP,PPPI
1731,20/09/1980,PPPI,IIPI,PIIP,PIIP,PPPP
1732,24/09/1980,IPII,IPIP,IPPP,IPPI,IPPP
1733,27/09/1980,PPPI,PPPP,IPPP,IPPP,PIIP
1734,01/10/1980,IPPP,IPPP,IIIP,PPII,IPPP
1735,04/10/1980,IPPI,IIIP,IPII,PPPP,IPII
1736,08/10/1980,IIPP,PIPI,IIIP,IPPI,PPPP
1737,15/10/1980,IPII,PPPI,PPII,PIPI,PPPP
1738,18/10/1980,PIII,PPPI,IIPP,PPPP,IPIP
1739,22/10/1980,IPPP,IIPI,IIPI,PIPI,PPPP
2482,22/10/1980,IPIP,IIIP,IPII,IPII,PIIP
1740,25/10/1980,IPII,IIIP,PPIP,PPPI,IPII
1741,29/10/1980,PPPI,IPIP,IPPP,IIPP,IPPI
1742,01/11/1980,IPII,PPIP,IPIP,IIIP,PPIP
1743,05/11/1980,PPPP,PIII,IPPI,PPII,IPII
1744,08/11/1980,IPIP,PPIP,IIII,PPIP,IIII
1745,12/11/1980,PIII,PPII,PIII,PIII,PIII
1746,19/11/1980,IPII,PIIP,IIPP,PPIP,IPPI
1747,22/11/1980,IPII,PIPI,PPPP,PIPI,PPII
1748,26/11/1980,PPIP,IPII,IIPP,IIII,IPPP
1749,29/11/1980,PIII,IPPP,PPIP,PIIP,IIIP
1750,03/12/1980,PIPP,PIPP,PIII,IPIP,IPPP
1751,06/12/1980,IPPI,IPPP,IIIP,IIPP,IPIP
1752,10/12/1980,PIII,IPII,PIIP,PIPP,PPPP
1753,13/12/1980,PPIP,PPPI,PPPP,PIPI,PIIP
1754,17/12/1980,IIPI,PPPP,PIPP,IIPI,IPII
1755,20/12/1980,IPII,IPPI,PPIP,PPII,PPIP
1756,24/12/1980,PIPP,IIII,PIII,IIII,PIIP
1757,31/12/1980,PIPP,PIPP,PPIP,PPII,PPPI
1758,07/01/1981,IIIP,IIIP,IPII,IIII,IIII
1759,10/01/1981,IPIP,IIPI,PPII,PPII,PIPI
1760,14/01/1981,IPIP,PPIP,IIPI,IPIP,PPPP
1761,17/01/1981,PPPP,IIII,IIIP,PPPI,PIPP
1762,21/01/1981,PPPI,PPPI,IIIP,IPPI,IPII
1763,24/01/1981,PIIP,PIPI,PPII,IIPP,IIPP
1764,28/01/1981,IPII,IPII,IPPP,PIPP,PIII
1765,31/01/1981,IPIP,IPPP,IIII,PIIP,PIPI
1766,04/02/1981,PIPI,PPPP,PIPP,IPPI,IIPP
1767,07/02/1981,PPII,IPIP,PPII,IPPI,IPII
1768,11/02/1981,PIIP,IPPI,PPPI,IPPI,PIIP
1769,14/02/1981,IPII,PPPI,IIIP,PIPI,IPIP
1770,18/02/1981,IIPI,IPII,PIIP,PPPP,IIPI
1771,21/02/1981,PIIP,IPPP,IPPI,PIPI,PPII
1772,25/02/1981,PIPP,IPII,PPII,PIPP,PIIP
1773,28/02/1981,IPPI,IIIP,IPIP,PPPI,IPIP
1774,07/03/1981,IIPI,IIIP,IPIP,PIIP,PPPP
1775,11/03/1981,PIII,IIPI,PIIP,IIIP,PPIP
1776,14/03/1981,IPPP,IIII,IIII,IIPI,PPII
1777,18/03/1981,IPIP,IIII,PPIP,IIIP,PPPI
1778,21/03/1981,IIPI,PPIP,IIPP,PPII,PIPI
1779,25/03/1981,IPPI,PPPP,PPII,PIPI,PIIP
1780,01/04/1981,IIPP,PIPI,PPII,IIIP,PIII
1781,04/04/1981,IIPP,IIII,IIPP,PIPP,PPIP
1782,08/04/1981,IPII,IIPI,PPPP,PIII,PIII
1783,11/04/1981,PPII,PIPI,IPII,PPII,PIPI
1784,15/04/1981,PPIP,PPPI,IIPI,PIII,PPIP
1785,25/04/1981,PPPI,IPII,PPPP,IIII,PIII
1786,29/04/1981,IIPI,PIPP,IIIP,IIPI,IIPP
1787,06/05/1981,PIPP,IIPI,PIII,IPII,IPPI
1788,09/05/1981,PIPP,PPPP,IPIP,PIII,IPPP
1789,13/05/1981,IIIP,IIII,PIPI,IIPI,IIPI
1790,20/05/1981,IPPI,IPPI,IPPP,PPPP,PIPP
1791,23/05/1981,PIPI,IPPI,PPPI,IIPP,IIPP
1792,27/05/1981,PPPP,IIII,PPIP,PIIP,IPPI
1793,30/05/1981,PPPI,PPIP,IIII,PPPP,IIIP
1794,03/06/1981,IPII,IPPI,IIII,PPIP,IIII
1795,06/06/1981,PPPP,PIPI,PIII,PIII,IPPP
1796,10/06/1981,IPPI,IPIP,PPII,PIPP,PPPP
1797,13/06/1981,IPIP,IIIP,PPPP,IIPP,PPPP
1806,15/06/1981,IPPI,PPPP,PPPP,PIPI,IPIP
1798,17/06/1981,IIPI,PPIP,PIPI,PPIP,IPIP
1807,18/06/1981,IPPP,PIPI,PIIP,PIII,IPPP
1799,20/06/1981,IPPP,IPPP,PPPP,IIIP,PPPP
1808,22/06/1981,IIPI,PPIP,IIPI,IPII,IPIP
1800,24/06/1981,IPII,IPIP,IIPP,PIPI,IPIP
1809,25/06/1981,IPII,IIIP,PIII,PPPI,IIPI
1801,27/06/1981,PIPI,PIIP,IIPP,IPPI,IPIP
1810,29/06/1981,IIIP,PPPP,PPPI,PIPP,IIIP
1802,01/07/1981,IIII,PIPI,PPPI,IPII,PPII
1803,04/07/1981,IIIP,IPPP,IIII,PIII,PPII
1804,08/07/1981,PIII,PIPP,PIIP,PPPP,IIIP
1805,11/07/1981,PIPP,IIII,IPIP,IIPP,IPPI
1811,05/08/1981,IIPP,PPII,PIPP,IPPP,PIPP
1812,08/08/1981,PIPP,PIPP,IPPP,PIPP,IIII
1813,12/08/1981,PPII,PIPP,PPIP,PIPP,IIII
1814,15/08/1981,IIPI,PIIP,IPIP,PPPP,PIPP
1815,19/08/1981,PIIP,PIIP,IPPI,IIPI,PPIP
1816,22/08/1981,IIPP,IPIP,IIPI,IPII,PPII
1817,26/08/1981,IIII,PPII,PPII,PIPI,PIPP
1818,29/08/1981,PPPI,PIII,PPII,IPPI,PPPP
1819,02/09/1981,IIII,IIII,PPPP,PPPI,IPPI
1820,05/09/1981,PIPI,IPIP,PIII,IPIP,IPPP
1821,09/09/1981,IPII,IPII,IPPI,IIII,IPPP
1822,12/09/1981,PPII,IIIP,PIPI,IIII,IPIP
1823,16/09/1981,PPII,IPIP,PIPI,PIPI,PIIP
1824,19/09/1981,PPPI,IIII,IIPI,IPPP,IPII
1825,23/09/1981,PPPP,PPPI,IPIP,PIPI,IPII
1826,26/09/1981,PPIP,PIII,PIIP,PPPI,IPPI
1827,30/09/1981,PPPP,IIII,PIII,PIPI,PIPP
1828,03/10/1981,PPPP,PIPI,PIII,IIII,IIII
1829,07/10/1981,IIIP,IIPP,PPPP,IIIP,PPPP
1830,14/10/1981,IIPI,IPIP,PPPI,IIPI,IPPI
1831,17/10/1981,IPIP,PPII,PPIP,PPIP,IPPI
1832,21/10/1981,IIPP,IPII,PIPP,PIPI,PIPI
1833,24/10/1981,IIII,IPII,IPPP,PIII,PPPI
1834,28/10/1981,PIPP,IPII,IIPP,IPII,PPIP
1835,31/10/1981,IIII,IIIP,IPII,PPII,IIPI
1836,04/11/1981,IIPI,IIII,IPIP,IIIP,IPIP
1837,07/11/1981,IIII,IPII,IPII,IIPP,IIPP
1838,11/11/1981,PIPI,PIIP,PPII,PPPI,PIIP
1839,18/11/1981,PIPP,PIPP,IIIP,IIIP,PIII
1840,21/11/1981,IPPP,IIIP,IIPP,IIIP,IPPI
1841,25/11/1981,PIPP,PPIP,IIPI,PIIP,PPIP
1842,28/11/1981,IPII,IPIP,PIII,IIPI,IIII
1843,02/12/1981,IIII,IIIP,PPPI,IIPI,IIPI
1844,05/12/1981,PPIP,PIIP,PPPI,PPPI,PIPI
1845,09/12/1981,IIPI,IPIP,IPII,IIIP,IIPP
1846,12/12/1981,IPPI,PPIP,PIPP,IPII,PIIP
1847,16/12/1981,PIII,PPIP,IIIP,IIPI,IPPP
1848,19/12/1981,PPII,PPII,IIPP,PIPP,PIPI
1849,23/12/1981,IPPP,PPPI,IIIP,IPII,IPIP
1850,30/12/1981,IIII,IPPP,IIII,PIPP,IPIP
1851,06/01/1982,IIIP,IIIP,IPIP,IIPP,PPPI
1852,09/01/1982,PPII,IPPP,PIPP,PIPP,IPIP
1853,13/01/1982,IPPP,PPPP,PPPP,PPII,IPPI
1854,16/01/1982,PPII,IPIP,PPIP,PPIP,IIPI
1855,20/01/1982,IPPP,PPIP,PIPP,IIII,PPII
1856,23/01/1982,PIPI,IIPP,IIPI,IIIP,PPIP
1857,27/01/1982,PPII,IPIP,IPII,IIPI,IPIP
1858,30/01/1982,IPIP,PPIP,PIIP,IIPI,IIPP
1859,03/02/1982,IIII,PPPI,PPII,IIIP,IIIP
1860,06/02/1982,IPIP,PPII,IIPI,PPIP,IPII
